,Babel El Mandeb,Strait Of Hormuz,Panama Canal,Suez Canal,Cape Of Good Hope,Strait Of Malacca
1970-01-01 00:00:00.000040212,,,,,,2
1970-01-01 00:00:00.000040213,,,,,,2
1970-01-01 00:00:00.000040214,,,,,,2
1970-01-01 00:00:00.000040215,,,,,,3
1970-01-01 00:00:00.000040216,,,,,,2
1970-01-01 00:00:00.000040217,,,,,,0
1970-01-01 00:00:00.000040218,,,,,,0
1970-01-01 00:00:00.000040219,,,,,,3
1970-01-01 00:00:00.000040220,,,,,,3
1970-01-01 00:00:00.000040221,,,,,,1
1970-01-01 00:00:00.000040222,,,,,,3
1970-01-01 00:00:00.000040223,,,,,,4
1970-01-01 00:00:00.000040224,,,,,,2
1970-01-01 00:00:00.000040225,,,,,,3
1970-01-01 00:00:00.000040226,,,,,,2
1970-01-01 00:00:00.000040227,,,,,,4
1970-01-01 00:00:00.000040228,,,,,,4
1970-01-01 00:00:00.000040229,,,,,,2
1970-01-01 00:00:00.000040230,,,,,,2
1970-01-01 00:00:00.000040231,,,,,,3
1970-01-01 00:00:00.000040232,,,,,,1
1970-01-01 00:00:00.000040233,,,,,,3
1970-01-01 00:00:00.000040234,,,,,,2
1970-01-01 00:00:00.000040235,,,,,,5
1970-01-01 00:00:00.000040236,,,,,,4
1970-01-01 00:00:00.000040237,,,,,,2
1970-01-01 00:00:00.000040238,,,,,,2
1970-01-01 00:00:00.000040239,,,,,,1
1970-01-01 00:00:00.000040240,,,,,,5
1970-01-01 00:00:00.000040241,,,,,,5
1970-01-01 00:00:00.000040242,,,,,,8
1970-01-01 00:00:00.000040243,,,,,,3
1970-01-01 00:00:00.000040244,,,,,,2
1970-01-01 00:00:00.000040245,,,,,,0
1970-01-01 00:00:00.000040246,,,,,,2
1970-01-01 00:00:00.000040247,,,,,,0
1970-01-01 00:00:00.000040248,,,,,,2
1970-01-01 00:00:00.000040249,,,,,,1
1970-01-01 00:00:00.000040250,,,,,,2
1970-01-01 00:00:00.000040251,,,,,,1
1970-01-01 00:00:00.000040252,,,,,,3
1970-01-01 00:00:00.000040253,,,,,,0
1970-01-01 00:00:00.000040254,,,,,,0
1970-01-01 00:00:00.000040255,,,,,,4
1970-01-01 00:00:00.000040256,,,,,,2
1970-01-01 00:00:00.000040257,,,,,,3
1970-01-01 00:00:00.000040258,,,,,,0
1970-01-01 00:00:00.000040259,,,,,,2
1970-01-01 00:00:00.000040260,,,,,,4
1970-01-01 00:00:00.000040261,,,,,,1
1970-01-01 00:00:00.000040262,,,,,,4
1970-01-01 00:00:00.000040263,,,,,,1
1970-01-01 00:00:00.000040264,,,,,,2
1970-01-01 00:00:00.000040265,,,,,,3
1970-01-01 00:00:00.000040266,,,,,,4
1970-01-01 00:00:00.000040267,,,,,,3
1970-01-01 00:00:00.000040268,,,,,,2
1970-01-01 00:00:00.000040269,,,,,,1
1970-01-01 00:00:00.000040270,,,,,,0
1970-01-01 00:00:00.000040271,,,,,,2
1970-01-01 00:00:00.000040272,,,,,,4
1970-01-01 00:00:00.000040273,,,,,,3
1970-01-01 00:00:00.000040274,,,,,,3
1970-01-01 00:00:00.000040275,,,,,,1
1970-01-01 00:00:00.000040276,,,,,,1
1970-01-01 00:00:00.000040277,,,,,,3
1970-01-01 00:00:00.000040278,,,,,,2
1970-01-01 00:00:00.000040279,,,,,,4
1970-01-01 00:00:00.000040280,,,,,,3
1970-01-01 00:00:00.000040281,,,,,,4
1970-01-01 00:00:00.000040282,,,,,,1
1970-01-01 00:00:00.000040283,,,,,,4
1970-01-01 00:00:00.000040284,,,,,,3
1970-01-01 00:00:00.000040285,,,,,,1
1970-01-01 00:00:00.000040286,,,,,,3
1970-01-01 00:00:00.000040287,,,,,,0
1970-01-01 00:00:00.000040288,,,,,,2
1970-01-01 00:00:00.000040289,,,,,,1
1970-01-01 00:00:00.000040290,,,,,,2
1970-01-01 00:00:00.000040291,,,,,,3
1970-01-01 00:00:00.000040292,,,,,,3
1970-01-01 00:00:00.000040293,,,,,,4
1970-01-01 00:00:00.000040294,,,,,,2
1970-01-01 00:00:00.000040295,,,,,,4
1970-01-01 00:00:00.000040296,,,,,,3
1970-01-01 00:00:00.000040297,,,,,,3
1970-01-01 00:00:00.000040298,,,,,,4
1970-01-01 00:00:00.000040299,,,,,,5
1970-01-01 00:00:00.000040300,,,,,,3
1970-01-01 00:00:00.000040301,,,,,,7
1970-01-01 00:00:00.000040302,,,,,,0
1970-01-01 00:00:00.000040303,,,,,,2
1970-01-01 00:00:00.000040304,,,,,,1
1970-01-01 00:00:00.000040305,,,,,,1
1970-01-01 00:00:00.000040306,,,,,,3
1970-01-01 00:00:00.000040307,,,,,,3
1970-01-01 00:00:00.000040308,,,,,,1
1970-01-01 00:00:00.000040309,,,,,,1
1970-01-01 00:00:00.000040310,,,,,,1
1970-01-01 00:00:00.000040311,,,,,,7
1970-01-01 00:00:00.000040312,,,,,,2
1970-01-01 00:00:00.000040313,,,,,,5
1970-01-01 00:00:00.000040314,,,,,,2
1970-01-01 00:00:00.000040315,,,,,,2
1970-01-01 00:00:00.000040316,,,,,,2
1970-01-01 00:00:00.000040317,,,,,,3
1970-01-01 00:00:00.000040318,,,,,,2
1970-01-01 00:00:00.000040319,,,,,,4
1970-01-01 00:00:00.000040320,,,,,,4
1970-01-01 00:00:00.000040321,,,,,,2
1970-01-01 00:00:00.000040322,,,,,,3
1970-01-01 00:00:00.000040323,,,,,,2
1970-01-01 00:00:00.000040324,,,,,,4
1970-01-01 00:00:00.000040325,,,,,,3
1970-01-01 00:00:00.000040326,,,,,,1
1970-01-01 00:00:00.000040327,,,,,,2
1970-01-01 00:00:00.000040328,,,,,,2
1970-01-01 00:00:00.000040329,,,,,,5
1970-01-01 00:00:00.000040330,,,,,,1
1970-01-01 00:00:00.000040331,,,,,,2
1970-01-01 00:00:00.000040332,,,,,,2
1970-01-01 00:00:00.000040333,,,,,,5
1970-01-01 00:00:00.000040334,,,,,,7
1970-01-01 00:00:00.000040335,,,,,,4
1970-01-01 00:00:00.000040336,,,,,,2
1970-01-01 00:00:00.000040337,,,,,,2
1970-01-01 00:00:00.000040338,,,,,,5
1970-01-01 00:00:00.000040339,,,,,,1
1970-01-01 00:00:00.000040340,,,,,,5
1970-01-01 00:00:00.000040341,,,,,,3
1970-01-01 00:00:00.000040342,,,,,,4
1970-01-01 00:00:00.000040343,,,,,,3
1970-01-01 00:00:00.000040344,,,,,,2
1970-01-01 00:00:00.000040345,,,,,,2
1970-01-01 00:00:00.000040346,,,,,,4
1970-01-01 00:00:00.000040347,,,,,,2
1970-01-01 00:00:00.000040348,,,,,,2
1970-01-01 00:00:00.000040349,,,,,,3
1970-01-01 00:00:00.000040350,,,,,,5
1970-01-01 00:00:00.000040351,,,,,,2
1970-01-01 00:00:00.000040352,,,,,,1
1970-01-01 00:00:00.000040353,,,,,,2
1970-01-01 00:00:00.000040354,,,,,,0
1970-01-01 00:00:00.000040355,,,,,,5
1970-01-01 00:00:00.000040356,,,,,,2
1970-01-01 00:00:00.000040357,,,,,,2
1970-01-01 00:00:00.000040358,,,,,,1
1970-01-01 00:00:00.000040359,,,,,,1
1970-01-01 00:00:00.000040360,,,,,,1
1970-01-01 00:00:00.000040361,,,,,,3
1970-01-01 00:00:00.000040362,,,,,,0
1970-01-01 00:00:00.000040363,,,,,,2
1970-01-01 00:00:00.000040364,,,,,,3
1970-01-01 00:00:00.000040365,,,,,,3
1970-01-01 00:00:00.000040366,,,,,,1
1970-01-01 00:00:00.000040367,,,,,,2
1970-01-01 00:00:00.000040368,,,,,,2
1970-01-01 00:00:00.000040369,,,,,,4
1970-01-01 00:00:00.000040370,,,,,,2
1970-01-01 00:00:00.000040371,,,,,,4
1970-01-01 00:00:00.000040372,,,,,,5
1970-01-01 00:00:00.000040373,,,,,,3
1970-01-01 00:00:00.000040374,,,,,,3
1970-01-01 00:00:00.000040375,,,,,,2
1970-01-01 00:00:00.000040376,,,,,,6
1970-01-01 00:00:00.000040377,,,,,,4
1970-01-01 00:00:00.000040378,,,,,,2
1970-01-01 00:00:00.000040379,,,,,,5
1970-01-01 00:00:00.000040380,,,,,,2
1970-01-01 00:00:00.000040381,,,,,,3
1970-01-01 00:00:00.000040382,,,,,,1
1970-01-01 00:00:00.000040383,,,,,,4
1970-01-01 00:00:00.000040384,,,,,,4
1970-01-01 00:00:00.000040385,,,,,,4
1970-01-01 00:00:00.000040386,,,,,,3
1970-01-01 00:00:00.000040387,,,,,,0
1970-01-01 00:00:00.000040388,,,,,,4
1970-01-01 00:00:00.000040389,,,,,,3
1970-01-01 00:00:00.000040390,,,,,,2
1970-01-01 00:00:00.000040391,,,,,,2
1970-01-01 00:00:00.000040392,,,,,,4
1970-01-01 00:00:00.000040393,,,,,,1
1970-01-01 00:00:00.000040394,,,,,,3
1970-01-01 00:00:00.000040395,,,,,,1
1970-01-01 00:00:00.000040396,,,,,,2
1970-01-01 00:00:00.000040397,,,,,,3
1970-01-01 00:00:00.000040398,,,,,,2
1970-01-01 00:00:00.000040399,,,,,,2
1970-01-01 00:00:00.000040400,,,,,,4
1970-01-01 00:00:00.000040401,,,,,,3
1970-01-01 00:00:00.000040402,,,,,,4
1970-01-01 00:00:00.000040403,,,,,,5
1970-01-01 00:00:00.000040404,,,,,,5
1970-01-01 00:00:00.000040405,,,,,,2
1970-01-01 00:00:00.000040406,,,,,,3
1970-01-01 00:00:00.000040407,,,,,,1
1970-01-01 00:00:00.000040408,,,,,,2
1970-01-01 00:00:00.000040409,,,,,,1
1970-01-01 00:00:00.000040410,,,,,,3
1970-01-01 00:00:00.000040411,,,,,,3
1970-01-01 00:00:00.000040412,,,,,,4
1970-01-01 00:00:00.000040413,,,,,,2
1970-01-01 00:00:00.000040414,,,,,,4
1970-01-01 00:00:00.000040415,,,,,,3
1970-01-01 00:00:00.000040416,,,,,,1
1970-01-01 00:00:00.000040417,,,,,,3
1970-01-01 00:00:00.000040418,,,,,,4
1970-01-01 00:00:00.000040419,,,,,,2
1970-01-01 00:00:00.000040420,,,,,,2
1970-01-01 00:00:00.000040421,,,,,,0
1970-01-01 00:00:00.000040422,,,,,,4
1970-01-01 00:00:00.000040423,,,,,,3
1970-01-01 00:00:00.000040424,,,,,,3
1970-01-01 00:00:00.000040425,,,,,,5
1970-01-01 00:00:00.000040426,,,,,,0
1970-01-01 00:00:00.000040427,,,,,,1
1970-01-01 00:00:00.000040428,,,,,,7
1970-01-01 00:00:00.000040429,,,,,,4
1970-01-01 00:00:00.000040430,,,,,,1
1970-01-01 00:00:00.000040431,,,,,,1
1970-01-01 00:00:00.000040432,,,,,,1
1970-01-01 00:00:00.000040433,,,,,,2
1970-01-01 00:00:00.000040434,,,,,,2
1970-01-01 00:00:00.000040435,,,,,,5
1970-01-01 00:00:00.000040436,,,,,,6
1970-01-01 00:00:00.000040437,,,,,,2
1970-01-01 00:00:00.000040438,,,,,,3
1970-01-01 00:00:00.000040439,,,,,,1
1970-01-01 00:00:00.000040440,,,,,,1
1970-01-01 00:00:00.000040441,,,,,,8
1970-01-01 00:00:00.000040442,,,,,,1
1970-01-01 00:00:00.000040443,,,,,,0
1970-01-01 00:00:00.000040444,,,,,,3
1970-01-01 00:00:00.000040445,,,,,,4
1970-01-01 00:00:00.000040446,,,,,,5
1970-01-01 00:00:00.000040447,,,,,,3
1970-01-01 00:00:00.000040448,,,,,,2
1970-01-01 00:00:00.000040449,,,,,,1
1970-01-01 00:00:00.000040450,,,,,,1
1970-01-01 00:00:00.000040451,,,,,,1
1970-01-01 00:00:00.000040452,,,,,,4
1970-01-01 00:00:00.000040453,,,,,,4
1970-01-01 00:00:00.000040454,,,,,,2
1970-01-01 00:00:00.000040455,,,,,,4
1970-01-01 00:00:00.000040456,,,,,,3
1970-01-01 00:00:00.000040457,,,,,,2
1970-01-01 00:00:00.000040458,,,,,,2
1970-01-01 00:00:00.000040459,,,,,,3
1970-01-01 00:00:00.000040460,,,,,,1
1970-01-01 00:00:00.000040461,,,,,,6
1970-01-01 00:00:00.000040462,,,,,,3
1970-01-01 00:00:00.000040463,,,,,,3
1970-01-01 00:00:00.000040464,,,,,,1
1970-01-01 00:00:00.000040465,,,,,,2
1970-01-01 00:00:00.000040466,,,,,,1
1970-01-01 00:00:00.000040467,,,,,,1
1970-01-01 00:00:00.000040468,,,,,,2
1970-01-01 00:00:00.000040469,,,,,,4
1970-01-01 00:00:00.000040470,,,,,,0
1970-01-01 00:00:00.000040471,,,,,,3
1970-01-01 00:00:00.000040472,,,,,,4
1970-01-01 00:00:00.000040473,,,,,,6
1970-01-01 00:00:00.000040474,,,,,,3
1970-01-01 00:00:00.000040475,,,,,,5
1970-01-01 00:00:00.000040476,,,,,,2
1970-01-01 00:00:00.000040477,,,,,,4
1970-01-01 00:00:00.000040478,,,,,,1
1970-01-01 00:00:00.000040479,,,,,,0
1970-01-01 00:00:00.000040480,,,,,,2
1970-01-01 00:00:00.000040481,,,,,,2
1970-01-01 00:00:00.000040482,,,,,,3
1970-01-01 00:00:00.000040483,,,,,,2
1970-01-01 00:00:00.000040484,,,,,,1
1970-01-01 00:00:00.000040485,,,,,,2
1970-01-01 00:00:00.000040486,,,,,,1
1970-01-01 00:00:00.000040487,,,,,,1
1970-01-01 00:00:00.000040488,,,,,,4
1970-01-01 00:00:00.000040489,,,,,,3
1970-01-01 00:00:00.000040490,,,,,,0
1970-01-01 00:00:00.000040491,,,,,,2
1970-01-01 00:00:00.000040492,,,,,,6
1970-01-01 00:00:00.000040493,,,,,,2
1970-01-01 00:00:00.000040494,,,,,,1
1970-01-01 00:00:00.000040495,,,,,,1
1970-01-01 00:00:00.000040496,,,,,,4
1970-01-01 00:00:00.000040497,,,,,,3
1970-01-01 00:00:00.000040498,,,,,,1
1970-01-01 00:00:00.000040499,,,,,,1
1970-01-01 00:00:00.000040500,,,,,,2
1970-01-01 00:00:00.000040501,,,,,,2
1970-01-01 00:00:00.000040502,,,,,,3
1970-01-01 00:00:00.000040503,,,,,,1
1970-01-01 00:00:00.000040504,,,,,,5
1970-01-01 00:00:00.000040505,,,,,,7
1970-01-01 00:00:00.000040506,,,,,,2
1970-01-01 00:00:00.000040507,,,,,,1
1970-01-01 00:00:00.000040508,,,,,,0
1970-01-01 00:00:00.000040509,,,,,,3
1970-01-01 00:00:00.000040510,,,,,,3
1970-01-01 00:00:00.000040511,,,,,,2
1970-01-01 00:00:00.000040512,,,,,,1
1970-01-01 00:00:00.000040513,,,,,,2
1970-01-01 00:00:00.000040514,,,,,,1
1970-01-01 00:00:00.000040515,,,,,,1
1970-01-01 00:00:00.000040516,,,,,,0
1970-01-01 00:00:00.000040517,,,,,,2
1970-01-01 00:00:00.000040518,,,,,,2
1970-01-01 00:00:00.000040519,,,,,,1
1970-01-01 00:00:00.000040520,,,,,,2
1970-01-01 00:00:00.000040521,,,,,,2
1970-01-01 00:00:00.000040522,,,,,,5
1970-01-01 00:00:00.000040523,,,,,,2
1970-01-01 00:00:00.000040524,,,,,,2
1970-01-01 00:00:00.000040525,,,,,,1
1970-01-01 00:00:00.000040526,,,,,,5
1970-01-01 00:00:00.000040527,,,,,,4
1970-01-01 00:00:00.000040528,,,,,,3
1970-01-01 00:00:00.000040529,,,,,,5
1970-01-01 00:00:00.000040530,,,,,,4
1970-01-01 00:00:00.000040531,,,,,,3
1970-01-01 00:00:00.000040532,,,,,,2
1970-01-01 00:00:00.000040533,,,,,,4
1970-01-01 00:00:00.000040534,,,,,,4
1970-01-01 00:00:00.000040535,,,,,,4
1970-01-01 00:00:00.000040536,,,,,,2
1970-01-01 00:00:00.000040537,,,,,,8
1970-01-01 00:00:00.000040538,,,,,,3
1970-01-01 00:00:00.000040539,,,,,,3
1970-01-01 00:00:00.000040540,,,,,,0
1970-01-01 00:00:00.000040541,,,,,,2
1970-01-01 00:00:00.000040542,,,,,,2
1970-01-01 00:00:00.000040543,,,,,,1
1970-01-01 00:00:00.000040544,,,,,,3
1970-01-01 00:00:00.000040545,,,,,,3
1970-01-01 00:00:00.000040546,,,,,,2
1970-01-01 00:00:00.000040547,,,,,,3
1970-01-01 00:00:00.000040548,,,,,,1
1970-01-01 00:00:00.000040549,,,,,,1
1970-01-01 00:00:00.000040550,,,,,,3
1970-01-01 00:00:00.000040551,,,,,,3
1970-01-01 00:00:00.000040552,,,,,,2
1970-01-01 00:00:00.000040553,,,,,,2
1970-01-01 00:00:00.000040554,,,,,,3
1970-01-01 00:00:00.000040555,,,,,,0
1970-01-01 00:00:00.000040556,,,,,,2
1970-01-01 00:00:00.000040557,,,,,,3
1970-01-01 00:00:00.000040558,,,,,,4
1970-01-01 00:00:00.000040559,,,,,,3
1970-01-01 00:00:00.000040560,,,,,,3
1970-01-01 00:00:00.000040561,,,,,,1
1970-01-01 00:00:00.000040562,,,,,,3
1970-01-01 00:00:00.000040563,,,,,,4
1970-01-01 00:00:00.000040564,,,,,,3
1970-01-01 00:00:00.000040565,,,,,,1
1970-01-01 00:00:00.000040566,,,,,,4
1970-01-01 00:00:00.000040567,,,,,,1
1970-01-01 00:00:00.000040568,,,,,,2
1970-01-01 00:00:00.000040569,,,,,,3
1970-01-01 00:00:00.000040570,,,,,,1
1970-01-01 00:00:00.000040571,,,,,,2
1970-01-01 00:00:00.000040572,,,,,,5
1970-01-01 00:00:00.000040573,,,,,,1
1970-01-01 00:00:00.000040574,,,,,,1
1970-01-01 00:00:00.000040575,,,,,,3
1970-01-01 00:00:00.000040576,,,,,,1
1970-01-01 00:00:00.000040577,,,,,,0
1970-01-01 00:00:00.000040578,,,,,,3
1970-01-01 00:00:00.000040579,,,,,,3
1970-01-01 00:00:00.000040580,,,,,,3
1970-01-01 00:00:00.000040581,,,,,,1
1970-01-01 00:00:00.000040582,,,,,,3
1970-01-01 00:00:00.000040583,,,,,,2
1970-01-01 00:00:00.000040584,,,,,,5
1970-01-01 00:00:00.000040585,,,,,,3
1970-01-01 00:00:00.000040586,,,,,,0
1970-01-01 00:00:00.000040587,,,,,,1
1970-01-01 00:00:00.000040588,,,,,,3
1970-01-01 00:00:00.000040589,,,,,,4
1970-01-01 00:00:00.000040590,,,,,,0
1970-01-01 00:00:00.000040591,,,,,,3
1970-01-01 00:00:00.000040592,,,,,,4
1970-01-01 00:00:00.000040593,,,,,,5
1970-01-01 00:00:00.000040594,,,,,,2
1970-01-01 00:00:00.000040595,,,,,,3
1970-01-01 00:00:00.000040596,,,,,,3
1970-01-01 00:00:00.000040597,,,,,,0
1970-01-01 00:00:00.000040598,,,,,,2
1970-01-01 00:00:00.000040599,,,,,,1
1970-01-01 00:00:00.000040600,,,,,,2
1970-01-01 00:00:00.000040601,,,,,,2
1970-01-01 00:00:00.000040602,,,,,,1
1970-01-01 00:00:00.000040603,,,,,,1
1970-01-01 00:00:00.000040604,,,,,,3
1970-01-01 00:00:00.000040605,,,,,,6
1970-01-01 00:00:00.000040606,,,,,,2
1970-01-01 00:00:00.000040607,,,,,,5
1970-01-01 00:00:00.000040608,,,,,,2
1970-01-01 00:00:00.000040609,,,,,,1
1970-01-01 00:00:00.000040610,,,,,,1
1970-01-01 00:00:00.000040611,,,,,,1
1970-01-01 00:00:00.000040612,,,,,,5
1970-01-01 00:00:00.000040613,,,,,,1
1970-01-01 00:00:00.000040614,,,,,,3
1970-01-01 00:00:00.000040615,,,,,,5
1970-01-01 00:00:00.000040616,,,,,,1
1970-01-01 00:00:00.000040617,,,,,,2
1970-01-01 00:00:00.000040618,,,,,,3
1970-01-01 00:00:00.000040619,,,,,,3
1970-01-01 00:00:00.000040620,,,,,,1
1970-01-01 00:00:00.000040621,,,,,,3
1970-01-01 00:00:00.000040622,,,,,,6
1970-01-01 00:00:00.000040623,,,,,,0
1970-01-01 00:00:00.000040624,,,,,,5
1970-01-01 00:00:00.000040625,,,,,,3
1970-01-01 00:00:00.000040626,,,,,,2
1970-01-01 00:00:00.000040627,,,,,,2
1970-01-01 00:00:00.000040628,,,,,,1
1970-01-01 00:00:00.000040629,,,,,,3
1970-01-01 00:00:00.000040630,,,,,,3
1970-01-01 00:00:00.000040631,,,,,,1
1970-01-01 00:00:00.000040632,,,,,,4
1970-01-01 00:00:00.000040633,,,,,,1
1970-01-01 00:00:00.000040634,,,,,,3
1970-01-01 00:00:00.000040635,,,,,,2
1970-01-01 00:00:00.000040636,,,,,,3
1970-01-01 00:00:00.000040637,,,,,,2
1970-01-01 00:00:00.000040638,,,,,,2
1970-01-01 00:00:00.000040639,,,,,,1
1970-01-01 00:00:00.000040640,,,,,,4
1970-01-01 00:00:00.000040641,,,,,,3
1970-01-01 00:00:00.000040642,,,,,,0
1970-01-01 00:00:00.000040643,,,,,,0
1970-01-01 00:00:00.000040644,,,,,,5
1970-01-01 00:00:00.000040645,,,,,,2
1970-01-01 00:00:00.000040646,,,,,,3
1970-01-01 00:00:00.000040647,,,,,,2
1970-01-01 00:00:00.000040648,,,,,,1
1970-01-01 00:00:00.000040649,,,,,,4
1970-01-01 00:00:00.000040650,,,,,,2
1970-01-01 00:00:00.000040651,,,,,,2
1970-01-01 00:00:00.000040652,,,,,,6
1970-01-01 00:00:00.000040653,,,,,,3
1970-01-01 00:00:00.000040654,,,,,,2
1970-01-01 00:00:00.000040655,,,,,,2
1970-01-01 00:00:00.000040656,,,,,,2
1970-01-01 00:00:00.000040657,,,,,,3
1970-01-01 00:00:00.000040658,,,,,,5
1970-01-01 00:00:00.000040659,,,,,,2
1970-01-01 00:00:00.000040660,,,,,,3
1970-01-01 00:00:00.000040661,,,,,,2
1970-01-01 00:00:00.000040662,,,,,,2
1970-01-01 00:00:00.000040663,,,,,,5
1970-01-01 00:00:00.000040664,,,,,,1
1970-01-01 00:00:00.000040665,,,,,,2
1970-01-01 00:00:00.000040666,,,,,,1
1970-01-01 00:00:00.000040667,,,,,,3
1970-01-01 00:00:00.000040668,,,,,,2
1970-01-01 00:00:00.000040669,,,,,,5
1970-01-01 00:00:00.000040670,,,,,,2
1970-01-01 00:00:00.000040671,,,,,,2
1970-01-01 00:00:00.000040672,,,,,,2
1970-01-01 00:00:00.000040673,,,,,,1
1970-01-01 00:00:00.000040674,,,,,,0
1970-01-01 00:00:00.000040675,,,,,,3
1970-01-01 00:00:00.000040676,,,,,,5
1970-01-01 00:00:00.000040677,,,,,,4
1970-01-01 00:00:00.000040678,,,,,,3
1970-01-01 00:00:00.000040679,,,,,,2
1970-01-01 00:00:00.000040680,,,,,,0
1970-01-01 00:00:00.000040681,,,,,,4
1970-01-01 00:00:00.000040682,,,,,,3
1970-01-01 00:00:00.000040683,,,,,,1
1970-01-01 00:00:00.000040684,,,,,,1
1970-01-01 00:00:00.000040685,,,,,,0
1970-01-01 00:00:00.000040686,,,,,,2
1970-01-01 00:00:00.000040687,,,,,,4
1970-01-01 00:00:00.000040688,,,,,,1
1970-01-01 00:00:00.000040689,,,,,,3
1970-01-01 00:00:00.000040690,,,,,,6
1970-01-01 00:00:00.000040691,,,,,,0
1970-01-01 00:00:00.000040692,,,,,,2
1970-01-01 00:00:00.000040693,,,,,,1
1970-01-01 00:00:00.000040694,,,,,,1
1970-01-01 00:00:00.000040695,,,,,,3
1970-01-01 00:00:00.000040696,,,,,,0
1970-01-01 00:00:00.000040697,,,,,,5
1970-01-01 00:00:00.000040698,,,,,,4
1970-01-01 00:00:00.000040699,,,,,,4
1970-01-01 00:00:00.000040700,,,,,,3
1970-01-01 00:00:00.000040701,,,,,,3
1970-01-01 00:00:00.000040702,,,,,,3
1970-01-01 00:00:00.000040703,,,,,,1
1970-01-01 00:00:00.000040704,,,,,,3
1970-01-01 00:00:00.000040705,,,,,,0
1970-01-01 00:00:00.000040706,,,,,,2
1970-01-01 00:00:00.000040707,,,,,,2
1970-01-01 00:00:00.000040708,,,,,,2
1970-01-01 00:00:00.000040709,,,,,,5
1970-01-01 00:00:00.000040710,,,,,,3
1970-01-01 00:00:00.000040711,,,,,,2
1970-01-01 00:00:00.000040712,,,,,,3
1970-01-01 00:00:00.000040713,,,,,,3
1970-01-01 00:00:00.000040714,,,,,,3
1970-01-01 00:00:00.000040715,,,,,,3
1970-01-01 00:00:00.000040716,,,,,,4
1970-01-01 00:00:00.000040717,,,,,,1
1970-01-01 00:00:00.000040718,,,,,,2
1970-01-01 00:00:00.000040719,,,,,,0
1970-01-01 00:00:00.000040720,,,,,,0
1970-01-01 00:00:00.000040721,,,,,,8
1970-01-01 00:00:00.000040722,,,,,,1
1970-01-01 00:00:00.000040723,,,,,,1
1970-01-01 00:00:00.000040724,,,,,,4
1970-01-01 00:00:00.000040725,,,,,,2
1970-01-01 00:00:00.000040726,,,,,,2
1970-01-01 00:00:00.000040727,,,,,,3
1970-01-01 00:00:00.000040728,,,,,,2
1970-01-01 00:00:00.000040729,,,,,,3
1970-01-01 00:00:00.000040730,,,,,,2
1970-01-01 00:00:00.000040731,,,,,,4
1970-01-01 00:00:00.000040732,,,,,,3
1970-01-01 00:00:00.000040733,,,,,,3
1970-01-01 00:00:00.000040734,,,,,,0
1970-01-01 00:00:00.000040735,,,,,,1
1970-01-01 00:00:00.000040736,,,,,,2
1970-01-01 00:00:00.000040737,,,,,,2
1970-01-01 00:00:00.000040738,,,,,,6
1970-01-01 00:00:00.000040739,,,,,,3
1970-01-01 00:00:00.000040740,,,,,,1
1970-01-01 00:00:00.000040741,,,,,,8
1970-01-01 00:00:00.000040742,,,,,,3
1970-01-01 00:00:00.000040743,,,,,,1
1970-01-01 00:00:00.000040744,,,,,,2
1970-01-01 00:00:00.000040745,,,,,,0
1970-01-01 00:00:00.000040746,,,,,,2
1970-01-01 00:00:00.000040747,,,,,,2
1970-01-01 00:00:00.000040748,,,,,,3
1970-01-01 00:00:00.000040749,,,,,,3
1970-01-01 00:00:00.000040750,,,,,,0
1970-01-01 00:00:00.000040751,,,,,,3
1970-01-01 00:00:00.000040752,,,,,,3
1970-01-01 00:00:00.000040753,,,,,,1
1970-01-01 00:00:00.000040754,,,,,,3
1970-01-01 00:00:00.000040755,,,,,,4
1970-01-01 00:00:00.000040756,,,,,,4
1970-01-01 00:00:00.000040757,,,,,,1
1970-01-01 00:00:00.000040758,,,,,,2
1970-01-01 00:00:00.000040759,,,,,,1
1970-01-01 00:00:00.000040760,,,,,,2
1970-01-01 00:00:00.000040761,,,,,,1
1970-01-01 00:00:00.000040762,,,,,,2
1970-01-01 00:00:00.000040763,,,,,,1
1970-01-01 00:00:00.000040764,,,,,,4
1970-01-01 00:00:00.000040765,,,,,,4
1970-01-01 00:00:00.000040766,,,,,,3
1970-01-01 00:00:00.000040767,,,,,,2
1970-01-01 00:00:00.000040768,,,,,,2
1970-01-01 00:00:00.000040769,,,,,,2
1970-01-01 00:00:00.000040770,,,,,,7
1970-01-01 00:00:00.000040771,,,,,,6
1970-01-01 00:00:00.000040772,,,,,,2
1970-01-01 00:00:00.000040773,,,,,,2
1970-01-01 00:00:00.000040774,,,,,,4
1970-01-01 00:00:00.000040775,,,,,,3
1970-01-01 00:00:00.000040776,,,,,,5
1970-01-01 00:00:00.000040777,,,,,,0
1970-01-01 00:00:00.000040778,,,,,,0
1970-01-01 00:00:00.000040779,,,,,,0
1970-01-01 00:00:00.000040780,,,,,,2
1970-01-01 00:00:00.000040781,,,,,,1
1970-01-01 00:00:00.000040782,,,,,,4
1970-01-01 00:00:00.000040783,,,,,,7
1970-01-01 00:00:00.000040784,,,,,,5
1970-01-01 00:00:00.000040785,,,,,,3
1970-01-01 00:00:00.000040786,,,,,,1
1970-01-01 00:00:00.000040787,,,,,,3
1970-01-01 00:00:00.000040788,,,,,,3
1970-01-01 00:00:00.000040789,,,,,,1
1970-01-01 00:00:00.000040790,,,,,,2
1970-01-01 00:00:00.000040791,,,,,,2
