,Babel El Mandeb,Strait Of Hormuz,Panama Canal,Suez Canal,Cape Of Good Hope,Strait Of Malacca
1970-01-01 00:00:00.000013597,,,,,,29
1970-01-01 00:00:00.000013598,,,,,,29
1970-01-01 00:00:00.000013599,,,,,,30
1970-01-01 00:00:00.000013600,,,,,,38
1970-01-01 00:00:00.000013601,,,,,,36
1970-01-01 00:00:00.000013602,,,,,,36
1970-01-01 00:00:00.000013603,,,,,,24
1970-01-01 00:00:00.000013604,,,,,,26
1970-01-01 00:00:00.000013605,,,,,,23
1970-01-01 00:00:00.000013606,,,,,,25
1970-01-01 00:00:00.000013607,,,,,,27
1970-01-01 00:00:00.000013608,,,,,,22
1970-01-01 00:00:00.000013609,,,,,,27
1970-01-01 00:00:00.000013610,,,,,,30
1970-01-01 00:00:00.000013611,,,,,,32
1970-01-01 00:00:00.000013612,,,,,,27
1970-01-01 00:00:00.000013613,,,,,,20
1970-01-01 00:00:00.000013614,,,,,,19
1970-01-01 00:00:00.000013615,,,,,,31
1970-01-01 00:00:00.000013616,,,,,,25
1970-01-01 00:00:00.000013617,,,,,,25
1970-01-01 00:00:00.000013618,,,,,,29
1970-01-01 00:00:00.000013619,,,,,,25
1970-01-01 00:00:00.000013620,,,,,,22
1970-01-01 00:00:00.000013621,,,,,,26
1970-01-01 00:00:00.000013622,,,,,,21
1970-01-01 00:00:00.000013623,,,,,,26
1970-01-01 00:00:00.000013624,,,,,,17
1970-01-01 00:00:00.000013625,,,,,,30
1970-01-01 00:00:00.000013626,,,,,,17
1970-01-01 00:00:00.000013627,,,,,,34
1970-01-01 00:00:00.000013628,,,,,,28
1970-01-01 00:00:00.000013629,,,,,,40
1970-01-01 00:00:00.000013630,,,,,,29
1970-01-01 00:00:00.000013631,,,,,,21
1970-01-01 00:00:00.000013632,,,,,,19
1970-01-01 00:00:00.000013633,,,,,,24
1970-01-01 00:00:00.000013634,,,,,,28
1970-01-01 00:00:00.000013635,,,,,,21
1970-01-01 00:00:00.000013636,,,,,,21
1970-01-01 00:00:00.000013637,,,,,,21
1970-01-01 00:00:00.000013638,,,,,,32
1970-01-01 00:00:00.000013639,,,,,,38
1970-01-01 00:00:00.000013640,,,,,,25
1970-01-01 00:00:00.000013641,,,,,,32
1970-01-01 00:00:00.000013642,,,,,,27
1970-01-01 00:00:00.000013643,,,,,,24
1970-01-01 00:00:00.000013644,,,,,,22
1970-01-01 00:00:00.000013645,,,,,,26
1970-01-01 00:00:00.000013646,,,,,,26
1970-01-01 00:00:00.000013647,,,,,,25
1970-01-01 00:00:00.000013648,,,,,,29
1970-01-01 00:00:00.000013649,,,,,,23
1970-01-01 00:00:00.000013650,,,,,,29
1970-01-01 00:00:00.000013651,,,,,,32
1970-01-01 00:00:00.000013652,,,,,,26
1970-01-01 00:00:00.000013653,,,,,,28
1970-01-01 00:00:00.000013654,,,,,,30
1970-01-01 00:00:00.000013655,,,,,,22
1970-01-01 00:00:00.000013656,,,,,,23
1970-01-01 00:00:00.000013657,,,,,,20
1970-01-01 00:00:00.000013658,,,,,,26
1970-01-01 00:00:00.000013659,,,,,,27
1970-01-01 00:00:00.000013660,,,,,,23
1970-01-01 00:00:00.000013661,,,,,,14
1970-01-01 00:00:00.000013662,,,,,,37
1970-01-01 00:00:00.000013663,,,,,,26
1970-01-01 00:00:00.000013664,,,,,,26
1970-01-01 00:00:00.000013665,,,,,,16
1970-01-01 00:00:00.000013666,,,,,,19
1970-01-01 00:00:00.000013667,,,,,,13
1970-01-01 00:00:00.000013668,,,,,,13
1970-01-01 00:00:00.000013669,,,,,,4
1970-01-01 00:00:00.000013670,,,,,,1
1970-01-01 00:00:00.000013671,,,,,,8
1970-01-01 00:00:00.000013672,,,,,,18
1970-01-01 00:00:00.000013673,,,,,,28
1970-01-01 00:00:00.000013674,,,,,,30
1970-01-01 00:00:00.000013675,,,,,,16
1970-01-01 00:00:00.000013676,,,,,,35
1970-01-01 00:00:00.000013677,,,,,,31
1970-01-01 00:00:00.000013678,,,,,,32
1970-01-01 00:00:00.000013679,,,,,,15
1970-01-01 00:00:00.000013680,,,,,,33
1970-01-01 00:00:00.000013681,,,,,,20
1970-01-01 00:00:00.000013682,,,,,,29
1970-01-01 00:00:00.000013683,,,,,,23
1970-01-01 00:00:00.000013684,,,,,,20
1970-01-01 00:00:00.000013685,,,,,,23
1970-01-01 00:00:00.000013686,,,,,,19
1970-01-01 00:00:00.000013687,,,,,,16
1970-01-01 00:00:00.000013688,,,,,,20
1970-01-01 00:00:00.000013689,,,,,,33
1970-01-01 00:00:00.000013690,,,,,,31
1970-01-01 00:00:00.000013691,,,,,,24
1970-01-01 00:00:00.000013692,,,,,,25
1970-01-01 00:00:00.000013693,,,,,,19
1970-01-01 00:00:00.000013694,,,,,,25
1970-01-01 00:00:00.000013695,,,,,,30
1970-01-01 00:00:00.000013696,,,,,,25
1970-01-01 00:00:00.000013697,,,,,,28
1970-01-01 00:00:00.000013698,,,,,,19
1970-01-01 00:00:00.000013699,,,,,,13
1970-01-01 00:00:00.000013700,,,,,,27
1970-01-01 00:00:00.000013701,,,,,,28
1970-01-01 00:00:00.000013702,,,,,,16
1970-01-01 00:00:00.000013703,,,,,,29
1970-01-01 00:00:00.000013704,,,,,,29
1970-01-01 00:00:00.000013705,,,,,,27
1970-01-01 00:00:00.000013706,,,,,,27
1970-01-01 00:00:00.000013707,,,,,,33
1970-01-01 00:00:00.000013708,,,,,,28
1970-01-01 00:00:00.000013709,,,,,,24
1970-01-01 00:00:00.000013710,,,,,,26
1970-01-01 00:00:00.000013711,,,,,,27
1970-01-01 00:00:00.000013712,,,,,,38
1970-01-01 00:00:00.000013713,,,,,,27
1970-01-01 00:00:00.000013714,,,,,,33
1970-01-01 00:00:00.000013715,,,,,,29
1970-01-01 00:00:00.000013716,,,,,,38
1970-01-01 00:00:00.000013717,,,,,,24
1970-01-01 00:00:00.000013718,,,,,,24
1970-01-01 00:00:00.000013719,,,,,,28
1970-01-01 00:00:00.000013720,,,,,,26
1970-01-01 00:00:00.000013721,,,,,,21
1970-01-01 00:00:00.000013722,,,,,,21
1970-01-01 00:00:00.000013723,,,,,,21
1970-01-01 00:00:00.000013724,,,,,,38
1970-01-01 00:00:00.000013725,,,,,,17
1970-01-01 00:00:00.000013726,,,,,,26
1970-01-01 00:00:00.000013727,,,,,,17
1970-01-01 00:00:00.000013728,,,,,,3
1970-01-01 00:00:00.000013729,,,,,,2
1970-01-01 00:00:00.000013730,,,,,,23
1970-01-01 00:00:00.000013731,,,,,,59
1970-01-01 00:00:00.000013732,,,,,,25
1970-01-01 00:00:00.000013733,,,,,,26
1970-01-01 00:00:00.000013734,,,,,,23
1970-01-01 00:00:00.000013735,,,,,,13
1970-01-01 00:00:00.000013736,,,,,,10
1970-01-01 00:00:00.000013737,,,,,,10
1970-01-01 00:00:00.000013738,,,,,,14
1970-01-01 00:00:00.000013739,,,,,,21
1970-01-01 00:00:00.000013740,,,,,,37
1970-01-01 00:00:00.000013741,,,,,,33
1970-01-01 00:00:00.000013742,,,,,,24
1970-01-01 00:00:00.000013743,,,,,,26
1970-01-01 00:00:00.000013744,,,,,,29
1970-01-01 00:00:00.000013745,,,,,,25
1970-01-01 00:00:00.000013746,,,,,,21
1970-01-01 00:00:00.000013747,,,,,,21
1970-01-01 00:00:00.000013748,,,,,,29
1970-01-01 00:00:00.000013749,,,,,,26
1970-01-01 00:00:00.000013750,,,,,,27
1970-01-01 00:00:00.000013751,,,,,,22
1970-01-01 00:00:00.000013752,,,,,,24
1970-01-01 00:00:00.000013753,,,,,,34
1970-01-01 00:00:00.000013754,,,,,,28
1970-01-01 00:00:00.000013755,,,,,,24
1970-01-01 00:00:00.000013756,,,,,,34
1970-01-01 00:00:00.000013757,,,,,,28
1970-01-01 00:00:00.000013758,,,,,,17
1970-01-01 00:00:00.000013759,,,,,,18
1970-01-01 00:00:00.000013760,,,,,,27
1970-01-01 00:00:00.000013761,,,,,,20
1970-01-01 00:00:00.000013762,,,,,,27
1970-01-01 00:00:00.000013763,,,,,,21
1970-01-01 00:00:00.000013764,,,,,,15
1970-01-01 00:00:00.000013765,,,,,,26
1970-01-01 00:00:00.000013766,,,,,,33
1970-01-01 00:00:00.000013767,,,,,,30
1970-01-01 00:00:00.000013768,,,,,,23
1970-01-01 00:00:00.000013769,,,,,,24
1970-01-01 00:00:00.000013770,,,,,,32
1970-01-01 00:00:00.000013771,,,,,,27
1970-01-01 00:00:00.000013772,,,,,,24
1970-01-01 00:00:00.000013773,,,,,,22
1970-01-01 00:00:00.000013774,,,,,,25
1970-01-01 00:00:00.000013775,,,,,,22
1970-01-01 00:00:00.000013776,,,,,,26
1970-01-01 00:00:00.000013777,,,,,,24
1970-01-01 00:00:00.000013778,,,,,,17
1970-01-01 00:00:00.000013779,,,,,,19
1970-01-01 00:00:00.000013780,,,,,,32
1970-01-01 00:00:00.000013781,,,,,,19
1970-01-01 00:00:00.000013782,,,,,,29
1970-01-01 00:00:00.000013783,,,,,,24
1970-01-01 00:00:00.000013784,,,,,,24
1970-01-01 00:00:00.000013785,,,,,,26
1970-01-01 00:00:00.000013786,,,,,,24
1970-01-01 00:00:00.000013787,,,,,,23
1970-01-01 00:00:00.000013788,,,,,,29
1970-01-01 00:00:00.000013789,,,,,,10
1970-01-01 00:00:00.000013790,,,,,,31
1970-01-01 00:00:00.000013791,,,,,,23
1970-01-01 00:00:00.000013792,,,,,,28
1970-01-01 00:00:00.000013793,,,,,,22
1970-01-01 00:00:00.000013794,,,,,,22
1970-01-01 00:00:00.000013795,,,,,,23
1970-01-01 00:00:00.000013796,,,,,,27
1970-01-01 00:00:00.000013797,,,,,,19
1970-01-01 00:00:00.000013798,,,,,,29
1970-01-01 00:00:00.000013799,,,,,,24
1970-01-01 00:00:00.000013800,,,,,,37
1970-01-01 00:00:00.000013801,,,,,,35
1970-01-01 00:00:00.000013802,,,,,,21
1970-01-01 00:00:00.000013803,,,,,,12
1970-01-01 00:00:00.000013804,,,,,,39
1970-01-01 00:00:00.000013805,,,,,,27
1970-01-01 00:00:00.000013806,,,,,,30
1970-01-01 00:00:00.000013807,,,,,,42
1970-01-01 00:00:00.000013808,,,,,,22
1970-01-01 00:00:00.000013809,,,,,,32
1970-01-01 00:00:00.000013810,,,,,,22
1970-01-01 00:00:00.000013811,,,,,,17
1970-01-01 00:00:00.000013812,,,,,,28
1970-01-01 00:00:00.000013813,,,,,,27
1970-01-01 00:00:00.000013814,,,,,,33
1970-01-01 00:00:00.000013815,,,,,,24
1970-01-01 00:00:00.000013816,,,,,,23
1970-01-01 00:00:00.000013817,,,,,,28
1970-01-01 00:00:00.000013818,,,,,,33
1970-01-01 00:00:00.000013819,,,,,,29
1970-01-01 00:00:00.000013820,,,,,,22
1970-01-01 00:00:00.000013821,,,,,,26
1970-01-01 00:00:00.000013822,,,,,,23
1970-01-01 00:00:00.000013823,,,,,,30
1970-01-01 00:00:00.000013824,,,,,,26
1970-01-01 00:00:00.000013825,,,,,,29
1970-01-01 00:00:00.000013826,,,,,,20
1970-01-01 00:00:00.000013827,,,,,,23
1970-01-01 00:00:00.000013828,,,,,,27
1970-01-01 00:00:00.000013829,,,,,,24
1970-01-01 00:00:00.000013830,,,,,,32
1970-01-01 00:00:00.000013831,,,,,,30
1970-01-01 00:00:00.000013832,,,,,,31
1970-01-01 00:00:00.000013833,,,,,,31
1970-01-01 00:00:00.000013834,,,,,,32
1970-01-01 00:00:00.000013835,,,,,,15
1970-01-01 00:00:00.000013836,,,,,,32
1970-01-01 00:00:00.000013837,,,,,,15
1970-01-01 00:00:00.000013838,,,,,,27
1970-01-01 00:00:00.000013839,,,,,,23
1970-01-01 00:00:00.000013840,,,,,,31
1970-01-01 00:00:00.000013841,,,,,,32
1970-01-01 00:00:00.000013842,,,,,,23
1970-01-01 00:00:00.000013843,,,,,,18
1970-01-01 00:00:00.000013844,,,,,,28
1970-01-01 00:00:00.000013845,,,,,,33
1970-01-01 00:00:00.000013846,,,,,,26
1970-01-01 00:00:00.000013847,,,,,,25
1970-01-01 00:00:00.000013848,,,,,,32
1970-01-01 00:00:00.000013849,,,,,,29
1970-01-01 00:00:00.000013850,,,,,,21
1970-01-01 00:00:00.000013851,,,,,,32
1970-01-01 00:00:00.000013852,,,,,,27
1970-01-01 00:00:00.000013853,,,,,,42
1970-01-01 00:00:00.000013854,,,,,,25
1970-01-01 00:00:00.000013855,,,,,,32
1970-01-01 00:00:00.000013856,,,,,,30
1970-01-01 00:00:00.000013857,,,,,,30
1970-01-01 00:00:00.000013858,,,,,,25
1970-01-01 00:00:00.000013859,,,,,,26
1970-01-01 00:00:00.000013860,,,,,,33
1970-01-01 00:00:00.000013861,,,,,,29
1970-01-01 00:00:00.000013862,,,,,,6
1970-01-01 00:00:00.000013863,,,,,,22
1970-01-01 00:00:00.000013864,,,,,,26
1970-01-01 00:00:00.000013865,,,,,,31
1970-01-01 00:00:00.000013866,,,,,,9
1970-01-01 00:00:00.000013867,,,,,,16
1970-01-01 00:00:00.000013868,,,,,,26
1970-01-01 00:00:00.000013869,,,,,,21
1970-01-01 00:00:00.000013870,,,,,,51
1970-01-01 00:00:00.000013871,,,,,,30
1970-01-01 00:00:00.000013872,,,,,,25
1970-01-01 00:00:00.000013873,,,,,,42
1970-01-01 00:00:00.000013874,,,,,,32
1970-01-01 00:00:00.000013875,,,,,,29
1970-01-01 00:00:00.000013876,,,,,,19
1970-01-01 00:00:00.000013877,,,,,,27
1970-01-01 00:00:00.000013878,,,,,,28
1970-01-01 00:00:00.000013879,,,,,,27
1970-01-01 00:00:00.000013880,,,,,,7
1970-01-01 00:00:00.000013881,,,,,,32
1970-01-01 00:00:00.000013882,,,,,,28
1970-01-01 00:00:00.000013883,,,,,,23
1970-01-01 00:00:00.000013884,,,,,,19
1970-01-01 00:00:00.000013885,,,,,,36
1970-01-01 00:00:00.000013886,,,,,,32
1970-01-01 00:00:00.000013887,,,,,,26
1970-01-01 00:00:00.000013888,,,,,,32
1970-01-01 00:00:00.000013889,,,,,,23
1970-01-01 00:00:00.000013890,,,,,,43
1970-01-01 00:00:00.000013891,,,,,,31
1970-01-01 00:00:00.000013892,,,,,,48
1970-01-01 00:00:00.000013893,,,,,,15
1970-01-01 00:00:00.000013894,,,,,,34
1970-01-01 00:00:00.000013895,,,,,,29
1970-01-01 00:00:00.000013896,,,,,,35
1970-01-01 00:00:00.000013897,,,,,,18
1970-01-01 00:00:00.000013898,,,,,,41
1970-01-01 00:00:00.000013899,,,,,,31
1970-01-01 00:00:00.000013900,,,,,,20
1970-01-01 00:00:00.000013901,,,,,,24
1970-01-01 00:00:00.000013902,,,,,,33
1970-01-01 00:00:00.000013903,,,,,,19
1970-01-01 00:00:00.000013904,,,,,,39
1970-01-01 00:00:00.000013905,,,,,,24
1970-01-01 00:00:00.000013906,,,,,,32
1970-01-01 00:00:00.000013907,,,,,,36
1970-01-01 00:00:00.000013908,,,,,,31
1970-01-01 00:00:00.000013909,,,,,,18
1970-01-01 00:00:00.000013910,,,,,,22
1970-01-01 00:00:00.000013911,,,,,,30
1970-01-01 00:00:00.000013912,,,,,,20
1970-01-01 00:00:00.000013913,,,,,,20
1970-01-01 00:00:00.000013914,,,,,,36
1970-01-01 00:00:00.000013915,,,,,,33
1970-01-01 00:00:00.000013916,,,,,,30
1970-01-01 00:00:00.000013917,,,,,,35
1970-01-01 00:00:00.000013918,,,,,,35
1970-01-01 00:00:00.000013919,,,,,,34
1970-01-01 00:00:00.000013920,,,,,,29
1970-01-01 00:00:00.000013921,,,,,,32
1970-01-01 00:00:00.000013922,,,,,,30
1970-01-01 00:00:00.000013923,,,,,,38
1970-01-01 00:00:00.000013924,,,,,,24
1970-01-01 00:00:00.000013925,,,,,,24
1970-01-01 00:00:00.000013926,,,,,,24
1970-01-01 00:00:00.000013927,,,,,,28
1970-01-01 00:00:00.000013928,,,,,,34
1970-01-01 00:00:00.000013929,,,,,,36
1970-01-01 00:00:00.000013930,,,,,,33
1970-01-01 00:00:00.000013931,,,,,,31
1970-01-01 00:00:00.000013932,,,,,,34
1970-01-01 00:00:00.000013933,,,,,,29
1970-01-01 00:00:00.000013934,,,,,,26
1970-01-01 00:00:00.000013935,,,,,,24
1970-01-01 00:00:00.000013936,,,,,,21
1970-01-01 00:00:00.000013937,,,,,,19
1970-01-01 00:00:00.000013938,,,,,,30
1970-01-01 00:00:00.000013939,,,,,,21
1970-01-01 00:00:00.000013940,,,,,,27
1970-01-01 00:00:00.000013941,,,,,,29
1970-01-01 00:00:00.000013942,,,,,,28
1970-01-01 00:00:00.000013943,,,,,,20
1970-01-01 00:00:00.000013944,,,,,,26
1970-01-01 00:00:00.000013945,,,,,,31
1970-01-01 00:00:00.000013946,,,,,,37
1970-01-01 00:00:00.000013947,,,,,,25
1970-01-01 00:00:00.000013948,,,,,,27
1970-01-01 00:00:00.000013949,,,,,,29
1970-01-01 00:00:00.000013950,,,,,,20
1970-01-01 00:00:00.000013951,,,,,,35
1970-01-01 00:00:00.000013952,,,,,,30
1970-01-01 00:00:00.000013953,,,,,,26
1970-01-01 00:00:00.000013954,,,,,,31
1970-01-01 00:00:00.000013955,,,,,,30
1970-01-01 00:00:00.000013956,,,,,,42
1970-01-01 00:00:00.000013957,,,,,,28
1970-01-01 00:00:00.000013958,,,,,,33
1970-01-01 00:00:00.000013959,,,,,,23
1970-01-01 00:00:00.000013960,,,,,,20
1970-01-01 00:00:00.000013961,,,,,,33
1970-01-01 00:00:00.000013962,,,,,,28
1970-01-01 00:00:00.000013963,,,,,,36
1970-01-01 00:00:00.000013964,,,,,,23
1970-01-01 00:00:00.000013965,,,,,,25
1970-01-01 00:00:00.000013966,,,,,,23
1970-01-01 00:00:00.000013967,,,,,,21
1970-01-01 00:00:00.000013968,,,,,,23
1970-01-01 00:00:00.000013969,,,,,,20
1970-01-01 00:00:00.000013970,,,,,,27
1970-01-01 00:00:00.000013971,,,,,,22
1970-01-01 00:00:00.000013972,,,,,,30
1970-01-01 00:00:00.000013973,,,,,,26
1970-01-01 00:00:00.000013974,,,,,,32
1970-01-01 00:00:00.000013975,,,,,,26
1970-01-01 00:00:00.000013976,,,,,,23
1970-01-01 00:00:00.000013977,,,,,,29
1970-01-01 00:00:00.000013978,,,,,,22
1970-01-01 00:00:00.000013979,,,,,,31
1970-01-01 00:00:00.000013980,,,,,,19
1970-01-01 00:00:00.000013981,,,,,,18
1970-01-01 00:00:00.000013982,,,,,,22
1970-01-01 00:00:00.000013983,,,,,,19
1970-01-01 00:00:00.000013984,,,,,,27
1970-01-01 00:00:00.000013985,,,,,,25
1970-01-01 00:00:00.000013986,,,,,,20
1970-01-01 00:00:00.000013987,,,,,,16
1970-01-01 00:00:00.000013988,,,,,,10
1970-01-01 00:00:00.000013989,,,,,,21
1970-01-01 00:00:00.000013990,,,,,,21
1970-01-01 00:00:00.000013991,,,,,,29
1970-01-01 00:00:00.000013992,,,,,,28
1970-01-01 00:00:00.000013993,,,,,,34
1970-01-01 00:00:00.000013994,,,,,,25
1970-01-01 00:00:00.000013995,,,,,,15
1970-01-01 00:00:00.000013996,,,,,,6
1970-01-01 00:00:00.000013997,,,,,,6
1970-01-01 00:00:00.000013998,,,,,,20
1970-01-01 00:00:00.000013999,,,,,,48
1970-01-01 00:00:00.000014000,,,,,,27
1970-01-01 00:00:00.000014001,,,,,,23
1970-01-01 00:00:00.000014002,,,,,,18
1970-01-01 00:00:00.000014003,,,,,,23
1970-01-01 00:00:00.000014004,,,,,,4
1970-01-01 00:00:00.000014005,,,,,,15
1970-01-01 00:00:00.000014006,,,,,,19
1970-01-01 00:00:00.000014007,,,,,,15
1970-01-01 00:00:00.000014008,,,,,,20
1970-01-01 00:00:00.000014009,,,,,,32
1970-01-01 00:00:00.000014010,,,,,,27
1970-01-01 00:00:00.000014011,,,,,,27
1970-01-01 00:00:00.000014012,,,,,,19
1970-01-01 00:00:00.000014013,,,,,,18
1970-01-01 00:00:00.000014014,,,,,,27
1970-01-01 00:00:00.000014015,,,,,,40
1970-01-01 00:00:00.000014016,,,,,,21
1970-01-01 00:00:00.000014017,,,,,,22
1970-01-01 00:00:00.000014018,,,,,,22
1970-01-01 00:00:00.000014019,,,,,,19
1970-01-01 00:00:00.000014020,,,,,,14
1970-01-01 00:00:00.000014021,,,,,,18
1970-01-01 00:00:00.000014022,,,,,,27
1970-01-01 00:00:00.000014023,,,,,,15
1970-01-01 00:00:00.000014024,,,,,,31
1970-01-01 00:00:00.000014025,,,,,,23
1970-01-01 00:00:00.000014026,,,,,,22
1970-01-01 00:00:00.000014027,,,,,,26
1970-01-01 00:00:00.000014028,,,,,,21
1970-01-01 00:00:00.000014029,,,,,,25
1970-01-01 00:00:00.000014030,,,,,,28
1970-01-01 00:00:00.000014031,,,,,,17
1970-01-01 00:00:00.000014032,,,,,,25
1970-01-01 00:00:00.000014033,,,,,,39
1970-01-01 00:00:00.000014034,,,,,,21
1970-01-01 00:00:00.000014035,,,,,,25
1970-01-01 00:00:00.000014036,,,,,,32
1970-01-01 00:00:00.000014037,,,,,,15
1970-01-01 00:00:00.000014038,,,,,,14
1970-01-01 00:00:00.000014039,,,,,,21
1970-01-01 00:00:00.000014040,,,,,,28
1970-01-01 00:00:00.000014041,,,,,,21
1970-01-01 00:00:00.000014042,,,,,,22
1970-01-01 00:00:00.000014043,,,,,,30
1970-01-01 00:00:00.000014044,,,,,,18
1970-01-01 00:00:00.000014045,,,,,,39
1970-01-01 00:00:00.000014046,,,,,,24
1970-01-01 00:00:00.000014047,,,,,,25
1970-01-01 00:00:00.000014048,,,,,,30
1970-01-01 00:00:00.000014049,,,,,,16
1970-01-01 00:00:00.000014050,,,,,,24
1970-01-01 00:00:00.000014051,,,,,,22
1970-01-01 00:00:00.000014052,,,,,,27
1970-01-01 00:00:00.000014053,,,,,,24
1970-01-01 00:00:00.000014054,,,,,,28
1970-01-01 00:00:00.000014055,,,,,,21
1970-01-01 00:00:00.000014056,,,,,,30
1970-01-01 00:00:00.000014057,,,,,,20
1970-01-01 00:00:00.000014058,,,,,,28
1970-01-01 00:00:00.000014059,,,,,,26
1970-01-01 00:00:00.000014060,,,,,,27
1970-01-01 00:00:00.000014061,,,,,,18
1970-01-01 00:00:00.000014062,,,,,,23
1970-01-01 00:00:00.000014063,,,,,,8
1970-01-01 00:00:00.000014064,,,,,,2
1970-01-01 00:00:00.000014065,,,,,,7
1970-01-01 00:00:00.000014066,,,,,,8
1970-01-01 00:00:00.000014067,,,,,,17
1970-01-01 00:00:00.000014068,,,,,,25
1970-01-01 00:00:00.000014069,,,,,,20
1970-01-01 00:00:00.000014070,,,,,,24
1970-01-01 00:00:00.000014071,,,,,,17
1970-01-01 00:00:00.000014072,,,,,,15
1970-01-01 00:00:00.000014073,,,,,,21
1970-01-01 00:00:00.000014074,,,,,,17
1970-01-01 00:00:00.000014075,,,,,,25
1970-01-01 00:00:00.000014076,,,,,,39
1970-01-01 00:00:00.000014077,,,,,,20
1970-01-01 00:00:00.000014078,,,,,,30
1970-01-01 00:00:00.000014079,,,,,,27
1970-01-01 00:00:00.000014080,,,,,,23
1970-01-01 00:00:00.000014081,,,,,,17
1970-01-01 00:00:00.000014082,,,,,,25
1970-01-01 00:00:00.000014083,,,,,,28
1970-01-01 00:00:00.000014084,,,,,,21
1970-01-01 00:00:00.000014085,,,,,,34
1970-01-01 00:00:00.000014086,,,,,,31
1970-01-01 00:00:00.000014087,,,,,,41
1970-01-01 00:00:00.000014088,,,,,,26
1970-01-01 00:00:00.000014089,,,,,,29
1970-01-01 00:00:00.000014090,,,,,,27
1970-01-01 00:00:00.000014091,,,,,,31
1970-01-01 00:00:00.000014092,,,,,,26
1970-01-01 00:00:00.000014093,,,,,,18
1970-01-01 00:00:00.000014094,,,,,,25
1970-01-01 00:00:00.000014095,,,,,,21
1970-01-01 00:00:00.000014096,,,,,,22
1970-01-01 00:00:00.000014097,,,,,,25
1970-01-01 00:00:00.000014098,,,,,,25
1970-01-01 00:00:00.000014099,,,,,,34
1970-01-01 00:00:00.000014100,,,,,,33
1970-01-01 00:00:00.000014101,,,,,,23
1970-01-01 00:00:00.000014102,,,,,,22
1970-01-01 00:00:00.000014103,,,,,,21
1970-01-01 00:00:00.000014104,,,,,,36
1970-01-01 00:00:00.000014105,,,,,,30
1970-01-01 00:00:00.000014106,,,,,,32
1970-01-01 00:00:00.000014107,,,,,,32
1970-01-01 00:00:00.000014108,,,,,,32
1970-01-01 00:00:00.000014109,,,,,,37
1970-01-01 00:00:00.000014110,,,,,,21
1970-01-01 00:00:00.000014111,,,,,,32
1970-01-01 00:00:00.000014112,,,,,,22
1970-01-01 00:00:00.000014113,,,,,,28
1970-01-01 00:00:00.000014114,,,,,,23
1970-01-01 00:00:00.000014115,,,,,,26
1970-01-01 00:00:00.000014116,,,,,,22
1970-01-01 00:00:00.000014117,,,,,,32
1970-01-01 00:00:00.000014118,,,,,,41
1970-01-01 00:00:00.000014119,,,,,,28
1970-01-01 00:00:00.000014120,,,,,,34
1970-01-01 00:00:00.000014121,,,,,,28
1970-01-01 00:00:00.000014122,,,,,,32
1970-01-01 00:00:00.000014123,,,,,,23
1970-01-01 00:00:00.000014124,,,,,,29
1970-01-01 00:00:00.000014125,,,,,,22
1970-01-01 00:00:00.000014126,,,,,,16
1970-01-01 00:00:00.000014127,,,,,,34
1970-01-01 00:00:00.000014128,,,,,,37
1970-01-01 00:00:00.000014129,,,,,,31
1970-01-01 00:00:00.000014130,,,,,,29
1970-01-01 00:00:00.000014131,,,,,,27
1970-01-01 00:00:00.000014132,,,,,,22
1970-01-01 00:00:00.000014133,,,,,,25
1970-01-01 00:00:00.000014134,,,,,,24
1970-01-01 00:00:00.000014135,,,,,,27
1970-01-01 00:00:00.000014136,,,,,,31
1970-01-01 00:00:00.000014137,,,,,,33
1970-01-01 00:00:00.000014138,,,,,,26
1970-01-01 00:00:00.000014139,,,,,,34
1970-01-01 00:00:00.000014140,,,,,,24
1970-01-01 00:00:00.000014141,,,,,,19
1970-01-01 00:00:00.000014142,,,,,,23
1970-01-01 00:00:00.000014143,,,,,,29
1970-01-01 00:00:00.000014144,,,,,,20
1970-01-01 00:00:00.000014145,,,,,,22
1970-01-01 00:00:00.000014146,,,,,,30
1970-01-01 00:00:00.000014147,,,,,,27
1970-01-01 00:00:00.000014148,,,,,,37
1970-01-01 00:00:00.000014149,,,,,,32
1970-01-01 00:00:00.000014150,,,,,,29
1970-01-01 00:00:00.000014151,,,,,,36
1970-01-01 00:00:00.000014152,,,,,,27
1970-01-01 00:00:00.000014153,,,,,,25
1970-01-01 00:00:00.000014154,,,,,,26
1970-01-01 00:00:00.000014155,,,,,,21
1970-01-01 00:00:00.000014156,,,,,,30
1970-01-01 00:00:00.000014157,,,,,,26
1970-01-01 00:00:00.000014158,,,,,,24
1970-01-01 00:00:00.000014159,,,,,,33
1970-01-01 00:00:00.000014160,,,,,,37
1970-01-01 00:00:00.000014161,,,,,,38
1970-01-01 00:00:00.000014162,,,,,,21
1970-01-01 00:00:00.000014163,,,,,,27
1970-01-01 00:00:00.000014164,,,,,,34
1970-01-01 00:00:00.000014165,,,,,,32
1970-01-01 00:00:00.000014166,,,,,,25
1970-01-01 00:00:00.000014167,,,,,,29
1970-01-01 00:00:00.000014168,,,,,,28
1970-01-01 00:00:00.000014169,,,,,,23
1970-01-01 00:00:00.000014170,,,,,,36
1970-01-01 00:00:00.000014171,,,,,,22
1970-01-01 00:00:00.000014172,,,,,,33
1970-01-01 00:00:00.000014173,,,,,,35
1970-01-01 00:00:00.000014174,,,,,,26
1970-01-01 00:00:00.000014175,,,,,,27
1970-01-01 00:00:00.000014176,,,,,,27
