Date,Total,Bulkcarriers,Containerships,Oil Tankers
14-Mar-22,108.91,133.14,105.42,79.9
15-Mar-22,109.58,133.93,105.18,82.13
16-Mar-22,109.91,134.98,105.18,81.76
17-Mar-22,109.38,133.93,103.97,82.88
18-Mar-22,109.64,131.82,106.39,83.99
19-Mar-22,107.51,129.45,104.69,82.13
20-Mar-22,108.71,132.35,105.67,80.65
21-Mar-22,108.78,131.82,105.67,81.76
22-Mar-22,108.58,129.71,105.42,83.99
23-Mar-22,108.64,130.76,103.48,85.85
24-Mar-22,108.44,128.65,102.75,88.45
25-Mar-22,107.84,126.81,103.72,87.34
26-Mar-22,107.91,125.75,103.48,86.97
27-Mar-22,108.51,124.17,104.69,89.19
28-Mar-22,107.31,119.69,106.39,88.45
29-Mar-22,107.51,118.9,106.39,90.31
30-Mar-22,107.57,118.9,104.69,92.54
31-Mar-22,107.51,117.05,103.97,95.88
01-Apr-22,108.38,119.43,103.72,95.14
02-Apr-22,109.18,118.37,102.99,97.74
03-Apr-22,108.64,117.58,102.26,99.23
04-Apr-22,109.78,119.43,103.48,97.37
05-Apr-22,110.31,118.9,104.94,98.49
06-Apr-22,110.45,116.53,103.72,102.57
07-Apr-22,110.38,116.26,103.72,102.95
08-Apr-22,110.51,118.11,102.51,103.32
09-Apr-22,111.85,120.48,103.48,105.92
10-Apr-22,111.25,119.69,102.51,104.06
11-Apr-22,110.45,118.11,101.54,104.8
12-Apr-22,109.78,116.79,101.29,104.8
13-Apr-22,110.05,116,102.51,105.55
14-Apr-22,110.91,117.05,104.45,102.95
15-Apr-22,112.12,116.79,105.42,105.18
16-Apr-22,112.25,114.42,106.15,106.66
17-Apr-22,112.32,113.1,107.12,108.89
18-Apr-22,112.32,113.36,106.64,109.26
19-Apr-22,113.72,115.21,106.64,108.52
20-Apr-22,114.52,116.53,105.42,108.52
21-Apr-22,115.32,117.32,106.15,109.26
22-Apr-22,116.59,119.69,107.37,109.26
23-Apr-22,117.93,121.27,107.85,110.75
24-Apr-22,117.19,118.11,109.07,110.38
25-Apr-22,118.46,120.48,107.37,113.35
26-Apr-22,117.93,119.16,107.37,113.72
27-Apr-22,118.13,118.37,109.31,113.72
28-Apr-22,117.53,117.32,110.52,113.72
29-Apr-22,116.73,116.79,110.77,111.87
30-Apr-22,115.52,115.47,110.52,112.61
01-May-22,117.19,119.43,110.28,112.24
02-May-22,115.66,117.05,109.31,111.49
03-May-22,115.06,116.26,107.61,113.35
04-May-22,114.39,115.74,107.61,109.26
05-May-22,115.26,116.79,107.37,109.64
06-May-22,114.72,114.42,109.31,108.52
07-May-22,115.26,113.89,109.79,110.01
08-May-22,115.79,113.89,109.31,112.98
09-May-22,116.39,114.42,109.07,114.84
10-May-22,116.39,116.79,108.82,115.21
11-May-22,116.59,117.32,108.09,116.7
12-May-22,116.73,118.37,106.88,118.55
13-May-22,115.39,116.79,106.88,118.55
14-May-22,116.86,121.8,106.39,120.04
15-May-22,115.79,119.95,107.37,118.18
16-May-22,116.13,121.27,106.39,120.04
17-May-22,115.79,120.75,107.37,122.27
18-May-22,115.26,120.22,106.64,123.76
19-May-22,114.32,119.95,106.39,121.53
20-May-22,113.99,119.43,106.39,122.27
21-May-22,113.85,118.9,107.12,123.39
22-May-22,114.19,120.48,106.64,122.64
23-May-22,113.59,119.16,106.88,121.53
24-May-22,114.32,121.54,106.88,120.04
25-May-22,114.59,122.59,108.34,119.67
26-May-22,114.66,123.38,107.61,120.04
27-May-22,113.99,121.8,106.64,123.39
28-May-22,114.05,121.54,106.88,122.64
29-May-22,113.19,120.22,106.64,122.64
30-May-22,113.65,120.22,106.39,123.76
31-May-22,114.12,118.9,109.31,123.39
01-Jun-22,114.26,119.95,109.07,123.39
02-Jun-22,113.99,120.48,109.07,124.13
03-Jun-22,113.79,119.95,108.58,124.5
04-Jun-22,113.05,118.11,107.37,122.27
05-Jun-22,114.66,120.22,108.58,123.01
06-Jun-22,114.66,119.69,110.52,122.64
07-Jun-22,115.39,120.75,111.01,120.04
08-Jun-22,114.79,120.22,108.34,122.27
09-Jun-22,114.72,117.05,109.07,125.62
10-Jun-22,115.26,119.69,107.85,123.76
11-Jun-22,114.59,117.85,106.88,121.9
12-Jun-22,114.92,118.37,106.64,122.27
13-Jun-22,114.72,116.53,108.34,120.04
14-Jun-22,115.86,117.85,107.37,120.78
15-Jun-22,116.53,117.85,108.09,118.93
16-Jun-22,116.86,117.58,109.79,118.93
17-Jun-22,116.73,117.58,108.58,118.93
18-Jun-22,115.73,117.85,106.88,120.04
19-Jun-22,116.13,119.95,105.91,122.64
20-Jun-22,115.79,119.95,106.15,121.9
21-Jun-22,114.72,117.85,104.45,124.87
22-Jun-22,114.26,117.85,102.02,126.73
23-Jun-22,115.19,119.95,102.02,127.85
24-Jun-22,116.66,123.38,102.99,128.22
25-Jun-22,117.33,123.38,102.75,128.59
26-Jun-22,117.86,125.23,103.48,130.45
27-Jun-22,118.2,124.96,102.99,132.68
28-Jun-22,118.6,124.7,102.02,135.28
29-Jun-22,120.4,129.45,102.02,137.51
30-Jun-22,120.74,129.71,102.51,139.37
01-Jul-22,122.61,133.66,102.99,141.97
02-Jul-22,123.28,133.66,104.94,141.97
03-Jul-22,122.41,133.93,105.42,139
04-Jul-22,122.41,134.72,103.72,138.25
05-Jul-22,122.54,133.14,103.48,141.6
06-Jul-22,122.34,131.29,105.91,138.62
07-Jul-22,122.81,134.19,108.34,134.16
08-Jul-22,123.21,132.87,107.12,136.77
09-Jul-22,122.61,130.24,107.61,137.88
10-Jul-22,123.61,133.4,105.91,140.11
11-Jul-22,124.08,135.51,105.91,139
12-Jul-22,121.87,132.61,107.61,135.28
13-Jul-22,122.27,134.72,109.07,139
14-Jul-22,122.34,134.72,108.34,140.48
15-Jul-22,123.54,134.72,109.55,142.71
16-Jul-22,123.54,133.4,111.01,140.11
17-Jul-22,124.14,133.66,110.52,139.74
18-Jul-22,124.88,133.4,110.28,140.48
19-Jul-22,124.28,132.87,111.25,139.37
20-Jul-22,126.15,135.25,111.25,141.97
21-Jul-22,125.08,133.66,110.52,140.85
22-Jul-22,124.28,131.55,110.04,139
23-Jul-22,125.48,133.14,110.77,139.74
24-Jul-22,124.68,130.5,110.28,140.11
25-Jul-22,124.88,132.61,111.25,137.88
26-Jul-22,124.88,136.56,109.79,136.02
27-Jul-22,124.68,133.66,109.55,140.11
28-Jul-22,124.61,131.29,110.52,140.48
29-Jul-22,124.41,129.45,111.5,139.37
30-Jul-22,124.81,132.87,108.09,141.97
31-Jul-22,124.08,129.18,107.85,145.69
01-Aug-22,123.48,128.39,107.12,147.54
02-Aug-22,123.01,128.13,106.64,147.17
03-Aug-22,124.81,133.14,106.88,149.03
04-Aug-22,124.75,132.61,104.69,152.37
05-Aug-22,125.48,135.25,107.61,152.37
06-Aug-22,127.42,138.15,109.07,153.49
07-Aug-22,127.48,136.56,110.28,154.23
08-Aug-22,128.02,138.41,109.07,158.69
09-Aug-22,129.56,141.57,107.12,161.29
10-Aug-22,129.29,141.57,108.58,156.83
11-Aug-22,129.56,140.78,109.07,157.58
12-Aug-22,128.35,140.52,108.58,157.21
13-Aug-22,127.95,141.31,108.34,156.46
14-Aug-22,126.88,142.1,108.34,153.86
15-Aug-22,126.95,143.15,110.52,154.6
16-Aug-22,128.69,147.11,110.28,153.86
17-Aug-22,127.22,144.74,110.52,151.63
18-Aug-22,127.48,144.47,112.22,150.14
19-Aug-22,128.42,146.05,114.17,149.77
20-Aug-22,128.02,145.26,113.68,152.37
21-Aug-22,128.22,146.32,113.2,150.52
22-Aug-22,128.15,143.68,114.41,152.37
23-Aug-22,128.15,142.89,114.9,152
24-Aug-22,127.69,142.36,115.62,146.43
25-Aug-22,126.88,142.63,115.62,146.06
26-Aug-22,127.48,145.26,114.65,147.91
27-Aug-22,125.88,142.1,115.14,147.54
28-Aug-22,126.28,144.47,113.68,145.69
29-Aug-22,127.95,148.69,114.9,146.06
30-Aug-22,127.75,148.16,115.38,146.8
31-Aug-22,126.82,145.26,114.9,145.31
01-Sep-22,126.35,144.21,115.62,144.2
02-Sep-22,126.42,143.15,114.65,143.83
03-Sep-22,124.81,141.84,113.68,143.83
04-Sep-22,124.54,141.31,113.92,141.97
05-Sep-22,124.61,140.25,114.17,142.71
06-Sep-22,124.75,138.94,116.11,143.83
07-Sep-22,124.68,136.56,113.68,149.03
08-Sep-22,123.61,136.04,112.71,147.91
09-Sep-22,124.01,137.35,112.95,147.17
10-Sep-22,124.54,138.15,111.5,148.66
11-Sep-22,125.21,136.3,112.47,152.75
12-Sep-22,125.48,139.2,111.01,150.89
13-Sep-22,125.15,134.72,112.22,152.37
14-Sep-22,125.81,136.3,112.22,151.26
15-Sep-22,127.15,139.99,112.22,153.49
16-Sep-22,125.21,136.83,110.52,152.37
17-Sep-22,125.75,137.62,111.5,150.89
18-Sep-22,126.35,137.62,112.95,151.26
19-Sep-22,125.68,137.35,110.77,150.52
20-Sep-22,124.95,135.77,110.28,152
21-Sep-22,124.95,135.51,110.28,153.49
22-Sep-22,125.48,137.62,109.31,153.12
23-Sep-22,125.48,137.88,108.34,154.98
24-Sep-22,125.75,136.56,110.77,153.86
25-Sep-22,125.08,137.09,110.52,152
26-Sep-22,124.28,134.45,110.52,151.26
27-Sep-22,124.95,137.09,109.79,149.4
28-Sep-22,125.61,138.94,109.07,153.12
29-Sep-22,125.61,139.2,106.39,153.49
30-Sep-22,124.54,138.41,106.88,153.49
01-Oct-22,124.75,139.73,107.61,149.77
02-Oct-22,124.95,140.78,106.88,152.37
03-Oct-22,125.35,139.73,108.58,149.4
04-Oct-22,124.21,137.88,106.88,146.8
05-Oct-22,123.54,138.94,106.15,142.71
06-Oct-22,124.81,141.84,105.67,143.46
07-Oct-22,124.95,140.78,106.39,142.71
08-Oct-22,124.54,138.15,107.61,141.23
09-Oct-22,124.34,140.25,106.15,139.74
10-Oct-22,124.34,137.88,106.15,141.23
11-Oct-22,124.48,140.25,106.64,140.11
12-Oct-22,124.14,140.25,106.15,140.48
13-Oct-22,123.48,138.15,104.94,139.74
14-Oct-22,124.61,139.46,107.12,140.48
15-Oct-22,123.61,137.88,107.61,140.85
16-Oct-22,123.68,138.15,107.12,143.08
17-Oct-22,125.21,142.63,106.88,143.83
18-Oct-22,125.68,143.42,108.34,143.83
19-Oct-22,123.81,142.1,107.61,139.74
20-Oct-22,123.41,138.94,107.12,141.23
21-Oct-22,123.54,138.67,107.61,139
22-Oct-22,124.88,143.15,105.42,140.85
23-Oct-22,126.08,141.31,107.37,144.2
24-Oct-22,126.62,142.1,106.88,143.83
25-Oct-22,125.55,139.46,107.37,143.46
26-Oct-22,125.21,140.25,107.85,140.85
27-Oct-22,124.95,141.05,110.52,138.25
28-Oct-22,125.28,142.36,108.58,137.88
29-Oct-22,125.35,142.63,108.58,139.74
30-Oct-22,125.55,142.89,108.82,140.11
31-Oct-22,125.75,145,107.61,139.37
01-Nov-22,126.62,146.58,108.34,142.71
02-Nov-22,127.02,146.32,109.07,141.6
03-Nov-22,128.09,149.22,107.85,143.83
04-Nov-22,128.22,150.27,106.39,146.06
05-Nov-22,128.69,152.91,105.18,147.91
06-Nov-22,129.56,152.65,108.82,146.8
07-Nov-22,129.89,153.17,108.09,150.14
08-Nov-22,130.42,155.55,106.15,152
09-Nov-22,131.63,156.6,107.12,152.75
10-Nov-22,131.76,157.13,108.09,152.37
11-Nov-22,131.56,155.55,106.64,154.6
12-Nov-22,132.5,158.71,106.15,153.86
13-Nov-22,132.56,159.5,106.39,153.12
14-Nov-22,131.83,156.07,106.39,154.23
15-Nov-22,131.83,156.6,105.67,152
16-Nov-22,134.23,159.76,107.12,155.35
17-Nov-22,133.9,160.82,107.85,152.75
18-Nov-22,133.5,158.97,107.61,152
19-Nov-22,132.7,157.65,107.61,152
20-Nov-22,132.5,156.86,107.85,151.63
21-Nov-22,132.9,158.45,107.61,152.37
22-Nov-22,133.23,158.71,106.64,155.35
23-Nov-22,132.9,157.39,106.88,154.23
24-Nov-22,133.77,157.39,106.39,154.23
25-Nov-22,132.56,153.44,106.64,153.86
26-Nov-22,133.16,154.23,106.15,153.86
27-Nov-22,132.63,153.44,106.64,152.37
28-Nov-22,131.43,150.54,106.39,154.6
29-Nov-22,131.69,151.85,106.64,152.75
30-Nov-22,131.03,150.54,105.91,155.72
01-Dec-22,130.76,149.48,106.88,154.23
02-Dec-22,131.49,151.33,107.37,154.23
03-Dec-22,131.49,150.01,107.85,152
04-Dec-22,131.03,148.69,105.42,151.63
05-Dec-22,131.29,149.22,105.67,152
06-Dec-22,132.3,148.95,106.15,153.86
07-Dec-22,131.09,148.69,104.69,153.49
08-Dec-22,130.49,148.16,103.97,150.52
09-Dec-22,131.76,152.91,103.24,150.52
10-Dec-22,130.62,148.95,102.51,150.52
11-Dec-22,130.16,147.37,103.48,148.66
12-Dec-22,129.76,145.79,103.97,147.54
13-Dec-22,129.76,145.26,104.69,149.03
14-Dec-22,130.09,146.58,103.48,152.37
15-Dec-22,130.62,148.69,101.78,152.37
16-Dec-22,129.36,147.9,101.29,153.49
17-Dec-22,129.96,147.9,102.02,153.49
18-Dec-22,128.82,147.37,101.78,151.63
19-Dec-22,128.35,145.26,102.75,152.37
20-Dec-22,128.89,146.58,103.72,153.12
21-Dec-22,128.95,146.85,102.75,156.46
22-Dec-22,128.89,146.32,101.29,160.55
23-Dec-22,130.09,150.01,102.99,161.29
24-Dec-22,130.62,148.95,103.97,163.15
25-Dec-22,130.62,149.22,104.69,162.41
26-Dec-22,130.96,150.54,104.45,162.41
27-Dec-22,130.89,149.75,104.69,162.41
28-Dec-22,130.56,147.37,104.94,161.67
29-Dec-22,129.69,145.53,103.97,161.29
30-Dec-22,128.62,143.95,102.99,158.69
31-Dec-22,129.15,145,105.67,160.55
01-Jan-23,128.55,144.47,104.45,161.67
02-Jan-23,127.82,144.21,105.42,157.58
03-Jan-23,127.62,144.21,104.21,157.58
04-Jan-23,126.68,141.31,104.69,155.35
05-Jan-23,128.09,144.47,104.21,159.44
06-Jan-23,127.28,143.15,104.69,157.21
07-Jan-23,128.09,145.79,104.69,160.92
08-Jan-23,127.95,144.21,102.02,163.52
09-Jan-23,126.48,142.89,101.54,161.29
10-Jan-23,128.15,146.32,101.05,162.04
11-Jan-23,127.15,145.53,100.56,157.58
12-Jan-23,126.62,144.21,100.81,158.32
13-Jan-23,128.55,146.85,102.02,159.06
14-Jan-23,127.55,147.37,101.29,158.32
15-Jan-23,128.09,148.95,99.11,160.18
16-Jan-23,128.22,150.54,99.11,158.69
17-Jan-23,127.55,150.01,98.38,155.72
18-Jan-23,128.29,149.22,98.86,155.35
19-Jan-23,128.75,150.01,100.32,156.46
20-Jan-23,128.02,147.37,99.59,156.46
21-Jan-23,128.02,147.9,96.92,158.69
22-Jan-23,128.02,146.85,94.73,159.81
23-Jan-23,127.35,144.74,94.98,158.69
24-Jan-23,126.55,143.68,93.03,160.55
25-Jan-23,127.82,148.43,94.01,160.55
26-Jan-23,128.89,149.48,96.43,162.04
27-Jan-23,129.49,149.22,97.89,163.9
28-Jan-23,128.75,147.9,97.16,164.27
29-Jan-23,128.82,148.16,98.14,165.75
30-Jan-23,129.09,147.64,98.38,166.13
31-Jan-23,127.62,145.26,98.62,166.87
01-Feb-23,127.15,144.21,98.38,166.87
02-Feb-23,126.62,142.63,99.35,166.13
03-Feb-23,126.75,141.57,98.38,169.84
04-Feb-23,127.28,141.31,98.86,167.98
05-Feb-23,127.69,143.15,100.81,168.36
06-Feb-23,128.95,146.32,100.81,169.47
07-Feb-23,127.28,144.47,99.84,168.73
08-Feb-23,126.42,141.84,101.05,170.21
09-Feb-23,126.75,140.25,102.26,169.1
10-Feb-23,126.75,138.94,101.54,169.47
11-Feb-23,127.22,138.94,102.02,169.1
12-Feb-23,128.22,140.78,104.94,168.36
13-Feb-23,126.62,136.83,104.45,167.61
14-Feb-23,128.82,138.67,104.94,174.67
15-Feb-23,127.95,139.2,104.21,172.82
16-Feb-23,127.82,139.73,103.97,170.21
17-Feb-23,127.08,138.15,102.51,172.82
18-Feb-23,126.68,136.83,102.02,176.53
19-Feb-23,126.15,135.25,103.24,176.53
20-Feb-23,127.28,136.83,104.21,177.65
21-Feb-23,127.95,137.88,104.94,178.76
22-Feb-23,127.89,136.56,104.45,179.5
23-Feb-23,127.89,138.41,102.75,178.39
24-Feb-23,126.75,135.25,102.02,179.88
25-Feb-23,126.28,136.3,100.32,178.02
26-Feb-23,127.55,137.35,100.81,179.13
27-Feb-23,126.35,134.98,100.32,179.13
28-Feb-23,127.15,136.04,102.02,178.76
01-Mar-23,128.35,137.35,101.78,180.99
02-Mar-23,126.82,136.3,99.35,178.02
03-Mar-23,126.42,136.83,99.11,175.42
04-Mar-23,125.48,137.09,99.59,175.04
05-Mar-23,125.15,135.51,101.29,172.07
06-Mar-23,126.55,135.77,102.51,173.56
07-Mar-23,128.09,136.04,102.26,174.3
08-Mar-23,128.02,136.04,101.29,173.19
09-Mar-23,128.22,137.35,100.32,176.9
10-Mar-23,127.82,136.56,100.08,178.76
11-Mar-23,127.62,134.72,101.05,178.02
12-Mar-23,128.42,135.51,98.86,183.22
13-Mar-23,129.56,137.62,99.84,183.22
14-Mar-23,129.15,136.83,99.84,181.73
15-Mar-23,129.69,134.98,101.05,183.59
16-Mar-23,129.15,134.72,99.84,183.22
17-Mar-23,130.49,137.62,101.29,181.36
18-Mar-23,130.29,138.67,102.99,175.42
19-Mar-23,131.63,140.52,103.24,177.27
20-Mar-23,131.09,139.99,101.05,182.48
21-Mar-23,131.23,139.46,102.51,180.62
22-Mar-23,132.43,142.36,102.99,181.36
23-Mar-23,130.69,137.35,102.26,181.73
24-Mar-23,131.96,138.94,103.48,182.11
25-Mar-23,132.83,139.99,103.97,182.48
26-Mar-23,130.56,137.88,102.99,179.5
27-Mar-23,132.43,141.84,103.24,181.36
28-Mar-23,132.76,142.36,103.24,182.85
29-Mar-23,132.09,143.15,104.21,182.48
30-Mar-23,132.9,140.78,104.69,188.8
31-Mar-23,132.16,138.41,104.21,191.77
01-Apr-23,133.56,140.25,105.42,190.28
02-Apr-23,133.43,141.84,103.97,190.28
03-Apr-23,133.43,141.84,104.69,192.88
04-Apr-23,131.36,139.73,104.69,193.26
05-Apr-23,133.77,142.1,105.18,196.6
06-Apr-23,133.23,142.1,104.94,194.37
07-Apr-23,133.23,142.63,105.91,191.77
08-Apr-23,134.37,146.32,106.15,194
09-Apr-23,133.03,144.74,106.15,190.28
10-Apr-23,133.77,143.95,106.15,191.03
11-Apr-23,131.83,143.68,104.69,183.96
12-Apr-23,132.96,147.9,103.24,187.31
13-Apr-23,132.9,147.9,103.72,186.19
14-Apr-23,133.9,148.43,104.45,188.05
15-Apr-23,133.7,148.69,104.94,188.42
16-Apr-23,133.36,148.95,104.45,186.57
17-Apr-23,133.16,147.64,106.15,182.85
18-Apr-23,133.3,148.69,103.97,183.96
19-Apr-23,133.1,147.11,104.21,186.19
20-Apr-23,135.5,149.75,106.39,190.65
21-Apr-23,135.17,148.69,106.39,189.17
22-Apr-23,135.24,146.32,106.88,189.54
23-Apr-23,137.57,149.48,107.61,193.63
24-Apr-23,136.91,149.22,106.15,194.37
25-Apr-23,136.84,148.69,104.69,191.77
26-Apr-23,137.97,148.43,106.64,193.63
27-Apr-23,138.78,151.59,108.34,191.77
28-Apr-23,140.38,153.7,111.5,189.17
29-Apr-23,139.18,152.12,110.52,189.54
30-Apr-23,140.65,152.65,111.5,194.74
01-May-23,139.98,152.38,111.01,192.51
02-May-23,142.25,155.28,114.65,191.03
03-May-23,140.91,153.96,114.41,191.77
04-May-23,141.85,155.81,114.17,192.14
05-May-23,141.92,157.65,114.65,190.65
06-May-23,141.38,153.96,114.9,191.4
07-May-23,141.85,155.02,114.9,193.63
08-May-23,141.52,156.07,116.11,191.77
09-May-23,142.65,155.28,117.08,195.86
10-May-23,141.38,154.49,117.81,191.4
11-May-23,142.32,153.96,118.3,196.23
12-May-23,141.45,153.7,118.05,194.74
13-May-23,141.52,153.7,117.57,191.4
14-May-23,140.91,152.91,117.08,191.77
15-May-23,141.78,155.28,117.08,192.88
16-May-23,141.65,153.96,118.78,194.37
17-May-23,141.05,151.59,119.75,193.63
18-May-23,140.98,150.27,117.81,194
19-May-23,141.12,152.12,117.81,194.74
20-May-23,141.98,155.81,117.33,196.97
21-May-23,140.71,155.02,117.81,192.51
22-May-23,140.18,151.59,119.75,191.4
23-May-23,141.25,154.23,118.78,195.11
24-May-23,140.91,152.91,117.33,196.97
25-May-23,138.84,149.48,118.3,191.4
26-May-23,139.44,151.06,116.35,194
27-May-23,139.71,151.06,116.35,191.4
28-May-23,140.11,153.17,117.57,189.17
29-May-23,139.58,152.91,116.84,190.28
30-May-23,139.44,152.38,115.38,192.14
31-May-23,139.38,152.91,116.11,189.17
01-Jun-23,138.18,152.12,116.6,187.68
02-Jun-23,138.44,153.44,116.84,188.42
03-Jun-23,137.77,154.23,115.62,186.94
04-Jun-23,136.77,150.54,115.87,185.45
05-Jun-23,136.3,150.27,114.9,186.19
06-Jun-23,135.84,151.85,114.9,184.34
07-Jun-23,136.91,152.12,116.6,185.45
08-Jun-23,137.11,152.38,118.05,186.19
09-Jun-23,137.11,151.85,117.08,186.19
10-Jun-23,137.64,149.75,117.08,190.65
11-Jun-23,137.64,147.9,118.54,192.88
12-Jun-23,136.71,149.48,117.57,188.05
13-Jun-23,136.77,150.01,116.6,186.94
14-Jun-23,136.57,151.85,114.9,186.19
15-Jun-23,135.3,151.59,115.87,182.48
16-Jun-23,135.17,151.33,116.11,182.85
17-Jun-23,133.9,146.85,117.08,180.99
18-Jun-23,134.77,148.43,114.9,185.45
19-Jun-23,134.63,148.69,114.41,182.85
20-Jun-23,132.03,143.95,116.84,177.27
21-Jun-23,132.03,143.95,116.84,176.53
22-Jun-23,135.64,148.69,117.33,183.22
23-Jun-23,134.1,145.53,117.08,182.11
24-Jun-23,135.57,148.95,118.3,182.85
25-Jun-23,135.24,150.27,115.14,182.11
26-Jun-23,134.63,150.01,116.35,178.02
27-Jun-23,133.56,147.64,115.62,176.9
28-Jun-23,134.9,150.27,114.41,177.65
29-Jun-23,134.1,147.37,114.17,178.39
30-Jun-23,134.23,146.32,112.95,180.62
01-Jul-23,134.57,144.74,114.9,180.99
02-Jul-23,135.7,145.53,116.6,181.36
03-Jul-23,135.44,146.05,114.9,182.11
04-Jul-23,134.63,143.15,115.38,182.11
05-Jul-23,134.37,141.05,115.38,181.73
06-Jul-23,133.1,141.57,112.71,179.13
07-Jul-23,132.36,138.94,113.44,179.13
08-Jul-23,132.36,139.46,115.38,177.65
09-Jul-23,132.76,141.57,116.35,175.42
10-Jul-23,134.3,142.89,117.81,176.16
11-Jul-23,132.96,139.46,118.54,175.04
12-Jul-23,131.03,136.04,118.54,173.19
13-Jul-23,131.09,136.83,117.81,173.19
14-Jul-23,131.83,137.09,116.84,177.65
15-Jul-23,132.96,138.15,118.3,178.02
16-Jul-23,132.16,133.66,119.75,175.79
17-Jul-23,131.63,131.55,120,178.39
18-Jul-23,133.5,133.4,120.24,183.96
19-Jul-23,133.9,133.66,121.45,182.85
20-Jul-23,131.96,131.82,119.51,183.22
21-Jul-23,132.5,133.14,120.48,183.22
22-Jul-23,130.49,127.34,119.27,183.96
23-Jul-23,129.76,123.91,120.24,183.59
24-Jul-23,130.62,123.91,120,185.82
25-Jul-23,130.22,122.59,120,185.82
26-Jul-23,128.82,120.48,120.73,184.34
27-Jul-23,130.02,121.8,121.7,184.71
28-Jul-23,129.02,117.85,122.67,183.96
29-Jul-23,128.89,118.37,121.21,183.22
30-Jul-23,128.15,119.16,120.73,179.13
31-Jul-23,128.22,118.11,120.24,179.88
01-Aug-23,128.42,118.9,120.73,180.25
02-Aug-23,128.29,121.01,120.24,178.02
03-Aug-23,127.82,118.64,121.45,175.79
04-Aug-23,128.82,121.54,122.43,175.42
05-Aug-23,127.62,122.59,120.73,173.93
06-Aug-23,126.08,120.48,119.27,171.7
07-Aug-23,125.01,118.37,117.57,173.56
08-Aug-23,126.22,121.8,117.08,174.3
09-Aug-23,128.15,121.01,119.51,176.9
10-Aug-23,127.55,118.11,120.97,176.9
11-Aug-23,126.68,117.32,121.45,170.59
12-Aug-23,125.35,116.53,120.73,169.84
13-Aug-23,126.08,117.58,122.67,170.59
14-Aug-23,127.55,121.8,123.15,171.7
15-Aug-23,125.75,121.54,121.7,166.87
16-Aug-23,125.75,123.65,121.45,165.75
17-Aug-23,125.61,121.8,123.15,161.29
18-Aug-23,126.28,123.38,124.37,158.69
19-Aug-23,127.22,126.02,123.64,161.29
20-Aug-23,127.28,127.07,123.15,162.78
21-Aug-23,126.88,126.55,122.91,162.41
22-Aug-23,127.02,128.39,122.91,162.41
23-Aug-23,126.42,126.81,123.15,161.29
24-Aug-23,127.55,129.45,123.88,161.29
25-Aug-23,127.15,132.61,123.15,158.32
26-Aug-23,127.02,134.19,122.43,159.06
27-Aug-23,127.15,134.98,122.43,160.18
28-Aug-23,128.15,136.56,124.61,160.18
29-Aug-23,128.42,137.09,123.15,159.06
30-Aug-23,127.69,136.04,122.43,160.55
31-Aug-23,128.49,138.41,122.67,160.55
01-Sep-23,128.15,136.3,122.43,161.29
02-Sep-23,128.82,135.51,123.4,162.78
03-Sep-23,130.16,137.88,123.64,163.9
04-Sep-23,129.96,136.3,124.86,163.52
05-Sep-23,128.75,133.4,124.13,162.78
06-Sep-23,129.29,138.15,122.18,161.67
07-Sep-23,130.42,141.84,122.91,162.04
08-Sep-23,131.03,143.42,124.37,162.78
09-Sep-23,132.03,145,123.64,162.78
10-Sep-23,131.63,146.32,120.73,164.27
11-Sep-23,132.43,148.69,120.73,164.27
12-Sep-23,133.36,147.37,121.45,166.87
13-Sep-23,133.1,147.37,119.51,165.75
14-Sep-23,133.36,149.22,119.27,165.38
15-Sep-23,132.96,147.37,117.33,169.1
16-Sep-23,130.96,143.95,118.3,163.9
17-Sep-23,131.09,143.68,119.03,162.78
18-Sep-23,131.83,142.89,120,166.13
19-Sep-23,131.69,142.89,119.27,165.75
20-Sep-23,132.9,145.53,119.03,166.87
21-Sep-23,131.89,142.1,118.54,166.13
22-Sep-23,131.36,139.73,118.78,167.61
23-Sep-23,132.03,138.94,119.75,168.36
24-Sep-23,131.56,139.73,118.3,168.36
25-Sep-23,130.62,137.35,117.57,169.1
26-Sep-23,131.76,138.94,118.78,170.96
27-Sep-23,131.89,137.09,119.75,171.33
28-Sep-23,132.36,137.88,120.48,173.19
29-Sep-23,133.03,144.21,118.3,172.82
30-Sep-23,133.23,146.85,117.81,172.44
01-Oct-23,133.9,149.22,117.08,173.56
02-Oct-23,133.77,148.95,117.33,173.56
03-Oct-23,134.43,153.44,118.54,170.96
04-Oct-23,132.9,152.91,117.08,169.47
05-Oct-23,132.7,150.8,117.81,169.1
06-Oct-23,132.23,148.69,116.84,169.1
07-Oct-23,132.03,150.8,115.62,168.73
08-Oct-23,132.9,153.44,116.11,167.98
09-Oct-23,132.3,151.06,114.9,167.98
10-Oct-23,132.76,153.17,115.38,166.5
11-Oct-23,133.1,152.12,117.81,169.1
12-Oct-23,133.56,151.59,116.6,170.59
13-Oct-23,133.83,152.91,117.81,170.21
14-Oct-23,136.17,156.6,117.33,175.42
15-Oct-23,136.04,154.49,117.33,176.16
16-Oct-23,136.44,158.71,116.6,172.44
17-Oct-23,137.04,159.24,116.84,173.56
18-Oct-23,136.1,156.86,116.84,171.7
19-Oct-23,136.44,159.76,116.11,173.19
20-Oct-23,138.04,162.66,115.14,174.67
21-Oct-23,136.37,158.71,114.9,175.04
22-Oct-23,137.84,159.24,118.3,174.3
23-Oct-23,138.44,161.61,117.81,172.82
